VehicleSpawn(1,-5849.532227,210.963989,701.325195,0.997833,-0.013586,-0.000452,NULL,NULL)
VehicleSpawn(89, -14292.962891, 729.303589, -12668.460938, -2.148815, -0.025673, -0.010018)
VehicleSpawn(61, -2341.629395, 894.420715, -10555.705078, 1.987026, -0.021901, -0.010029)
VehicleSpawn(61, -2923.934814, 733.525940, -10540.624023, 2.925914, -0.014632, 0.010026)
VehicleSpawn(89, 13148.642578, 708.099976, 11388.133789, -2.893873, 0.049780, 0.010013)
VehicleSpawn(32, 3718.080322, 292.032043, -9056.658203, -3.005131, 0.354367, -0.468673)
VehicleSpawn(89, 4685.080078, 1710.061401, -2516.331787, -0.791823, 0.059630, 0.010013)
VehicleSpawn(32, -12947.293945, 401.168884, 13955.692383, -3.095122, 0.324256, 0.025481)
VehicleSpawn(89, -2253.568848, 206.315552, 8141.750000, -1.504841, 0.124167, 0.247815)
VehicleSpawn(89, -4186.657715, 380.798553, 3707.895508, -1.271721, -0.266850, -0.010014)
VehicleSpawn(5 , -14754.035156, 201.335571, -14916.117188, -2.393694, -0.000550, -0.000019)
VehicleSpawn(38 , -15228.120117, 200.049759, -12645.752930, 1.706014, 0.000000, -0.000000)
VehicleSpawn(6 , -16849.462891, 199.833450, 7630.567383, 1.503517, -0.001627, 0.010678)
VehicleSpawn(5 , 10833.419922, 198.871704, -12058.964844, 2.108648, -0.051280, -0.041342)
VehicleSpawn(6 , 16676.167969, 199.923096, -13901.687500, -0.334924, -0.002001, 0.022221)
VehicleSpawn(5, 16381.463867, 200.183350, 7640.291504, -1.160347, 0.005038, 0.017096)
VehicleSpawn(22 , -11722.213867, 230.500748, -6035.350586, -0.675682, -0.075831, 0.075563)
VehicleSpawn(22 , -14067.279297, 300.199677, -14111.058594, -1.677345, -0.003675, -0.000020)
VehicleSpawn(15 , -3791.062012, 483.297852, -11454.348633, -0.430731, -0.067001, 0.075778)
VehicleSpawn(15 , -4016.850586, 702.553040, -11004.836914, 0.129381, 0.105678, -0.175463)
VehicleSpawn(15 , -8913.819336, 372.730560, -3887.524658, 2.374825, -0.007663, 0.035670)
VehicleSpawn(22 , 10660.916016, 306.737976, 1598.410156, -1.662691, 0.023571, -0.040470)
VehicleSpawn(22 , 14094.240234, 323.485260, 13515.193359, 1.578111, 0.090853, 0.260396)
VehicleSpawn(22 , 15407.205078, 281.404572, -13118.403320, -0.658350, -0.023154, 0.143146)
VehicleSpawn(29 , 2597.321533, 543.667603, -10648.058594, 2.775739, 0.084631, 0.044233)
VehicleSpawn(29 , 3747.314209, 591.211853, -8463.754883, -2.335632, 0.098457, 0.785759)
VehicleSpawn(29 , 5755.605469, 578.929382, 3935.970215, -1.407894, 0.162495, 0.463639)
VehicleSpawn(29 , 6630.465332, 1137.604980, -5423.478027, 0.022319, -0.098350, -0.094178)
VehicleSpawn(29 , 7466.639160, 1012.783569, -6537.595703, -2.516631, -0.087242, -0.191378)
VehicleSpawn(22 , 9470.350586, 638.081421, -6407.293457, 2.874271, -0.330003, 0.136496)
VehicleSpawn(22, -14291.580078, 454.459747, 12360.648438, -0.535574, -0.114349, -0.118837)
VehicleSpawn(44, -3880.941406, 312.480530, 7845.255859, 1.285536, 0.121778, 0.003567)
VehicleSpawn(44, -4289.435547, 553.373230, 4233.007813, 2.380066, -0.038626, -0.010017)
VehicleSpawn(44, -4412.229004, 399.864960, 6623.225586, -1.480993, -0.169396, -0.067515)
VehicleSpawn(22, 2288.590088, 206.007690, 12419.312500, -2.379244, -0.014062, 0.085535)
VehicleSpawn(22, 9397.349609, 437.034271, 13841.451172, 1.025261, -0.001012, -0.000815)
VehicleSpawn(15, 9719.001953, 203.152710, 8467.720703, -3.101893, -0.041114, 0.140841)
VehicleSpawn(29 , 9005.195313, 256.948639, 9546.561523, 3.063193, 0.097288, -0.010026)
VehicleSpawn(36, 1379.341309, 323.597931, -9588.505859, 0.683943, -0.030735, -0.126793)
VehicleSpawn(5, 15748.095703, 200.089996, -15734.938477, -1.794714, -0.022648, 0.015664)
VehicleSpawn(32, 9382.785156, 269.451752, 9663.336914, -1.239568, -0.046687, -0.009993)
VehicleSpawn(47, 6811.995117, 314.351654, 14550.715820, -1.222718, -0.301558, 0.010070)
VehicleSpawn(61, 2855.903564, 234.520157, 8618.758789, 2.993384, -0.007091, 0.010013)
VehicleSpawn(10, 9719.001953, 203.152710, 8467.720703, -3.101893, -0.041114, 0.140841)
VehicleSpawn(15, 9005.195313, 256.948639, 9546.561523, 3.063193, 0.097288, -0.010026)
VehicleSpawn(33, 4954.823730, 967.448120, 1329.493652, 0.762049, 0.275957, 0.311809)
VehicleSpawn(15, 2235.048584, 497.977234, -9347.007813, 2.744854, -0.020408, -0.010000)
VehicleSpawn(44, 1379.341309, 323.597931, -9588.505859, 0.683943, -0.030735, -0.126793)
VehicleSpawn(10, -9553.950195, 540.960449, -140.915817, 2.699884, 0.061028, -0.043152)
VehicleSpawn(15, -442.954407, 280.082336, 9531.018555, -1.449861, -0.135677, 0.116188)
VehicleSpawn(44, -12980.919922, 307.510376, -12913.316406, -2.914307, 0.193645, -0.098685)
VehicleSpawn(10, -11759.303711, 215.481384, 11020.043945, -3.005138, 0.229861, 0.271735)
VehicleSpawn(5 , 15748.095703, 200.089996, -15734.938477, -1.794714, -0.022648, 0.015664)
VehicleSpawn(5 , 13172.553711, 200.049988, -10931.187500, 0.397084, -0.008810, -0.000154)
VehicleSpawn(5 , -13541.062500, 200.360870, -13108.035156, 2.579937, -0.009347, 0.030585)
